Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0001978397578932345,-0.00040894837729865685,0.0,-0.00016796565760159864,-6.962276151170954e-05,0.0,-0.0008720978669589385,-0.0018368793700938113,0.0,-0.0038909788258024492,-0.0025397267719381488,0.0,-0.0034959619476285296,-0.003864951620926149,0.0,0.004416576396033633,0.0023298654341488145,0.0,-0.0015650382419698872,-0.0006867720396257937,0.0,-0.00307601600237831,-0.002733285430003889,0.0,-0.002881652882351773,-0.002851698758895509,0.0,0.00669610078795813,0.00543936503760051,0.0,-8.651055453810841e-05,0.0010401944682234899,0.0,0.0002589179313508794,0.0005037902998446952,0.0,-0.00026128160301595925,-0.0002819554472807795,0.0,-0.002117172465659678,-0.0018466208316385746,0.0,-0.0017735419725067912,-0.0009302488260436803,0.0,-0.000985269518569112,-0.0003947013628203422,0.0,-0.0014791111648082733,-0.00108135596557986,0.0,-0.0016396403191902208,-0.0015655171577236616,0.0,-0.0012864235311280936,-0.0008747882003081032,0.0,-0.0019244650017935783,-0.0004353531333617866,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0007157804485177622,0.0008573533984599635,0.0,-9.87913912103977e-05,-4.8623186157783496e-05,0.0,-0.0003268867954466259,0.0003755066497978987,0.0,0.005098340254626237,0.0027639819822798018,0.0,0.006368905665294733,0.006055446518294047,0.0,0.007848330845445162,0.005585447285411647,0.0,-0.0019021760299801826,-0.0010807443142402918,0.0,-0.0022246228414587676,-0.0018811693097813987,0.0,-0.0027497386516188273,-0.002367362777295057,0.0,-0.001462492139544338,-0.0012114725582068786,0.0,-0.0006830343254841864,-4.516288019658532e-05,0.0,-0.0007254358439240605,-0.00025324329908471555,0.0,-0.00029255006811581554,-0.00023884535054094158,0.0,-0.002362309345044196,-0.0020942616229876875,0.0,-0.0034068845445290206,-0.0020731108263134955,0.0,-0.0010165138525189833,-0.0005679056246299297,0.0,-0.0010092605301178991,-0.0008697283032233827,0.0,-0.0004292080155573785,-0.0004536494342028163,0.0,-0.0006613399682100863,-0.0005364746775012463,0.0,-0.0015429373973165638,-0.00056806245847838,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0017762716638389975,0.001954660922056064,0.0,0.002041823055515124,0.0014807698961521966,0.0,0.0005048225435166386,0.0008332744248036761,0.0,-0.00045437519773258825,0.00016145327943377198,0.0,-0.0005942269093065989,-4.602800065185875e-05,0.0,-0.001504842917784117,-0.0006297963051474653,0.0,0.006878273701877333,0.005050635526495171,0.0,0.008945221874746494,0.0077304564556106925,0.0,-0.0012989681359613313,-0.0006100262372638099,0.0,-0.0010950988068361767,-0.0008658913418184966,0.0,-0.0007822744754957966,-0.0004865764232818037,0.0,-0.001097555966116488,-0.00047965432866476477,0.0,-0.0004778292111586779,-0.0003980372633668594,0.0,-0.0022500293515622617,-0.0019477706914767623,0.0,-0.0019817840307950973,-0.0012558247719425708,0.0,-0.0009704379714094103,-0.0005038788879755885,0.0,-0.0005661337007768452,-0.0003374252701178193,0.0,-0.00043088117003208025,-0.00047140466485871,0.0,-0.0005575112771475688,-0.00030635459523182363,0.0,0.0035322430555243044,0.0015547543467982906,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0005670018889941275,-0.0008087461965624243,0.0,-0.0001200025398429716,-0.0001404092551092617,0.0,-0.0017089450424828101,-0.0026088848619838247,0.0,-0.004630854951246874,-0.003174047359643737,0.0,-0.0034446951281279325,-0.003664544204075355,0.0,0.002227388888131827,0.000653814943980251,0.0,-0.0009741100852261298,-0.00034068482578732075,0.0,-0.002977134804823436,-0.0028733432211447505,0.0,-0.002380078113346826,-0.0021240777999628336,0.0,0.003081179323489778,0.0016463853123423178,0.0,0.0018603556731250138,-0.0012314251715724823,0.0,4.163972218520939e-05,0.0003606364130973816,0.0,-0.0001508380868472159,-5.1702420714718753e-05,0.0,-0.0010336994379758835,-0.0009459634125232696,0.0,0.017161068081622943,0.0110734358249465,0.0,-0.0005370479868724942,-0.00024181785993278028,0.0,-0.00181464409455657,-0.0012640853156335652,0.0,-0.0015045640210155397,-0.0013639230141416193,0.0,-0.0014301418256945908,-0.0010301880992483348,0.0,-0.002057933515170589,-0.0006468959592166357,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0013012557360343635,0.001449328408925794,0.0,0.00019983971476904118,0.00016269826664938591,0.0,-0.0005338635441148653,0.00035597981099272147,0.0,0.001162731020594947,0.000253685767238494,0.0,-0.001234166530193761,-0.001041865911683999,0.0,-0.002392017304082401,-0.0017912201696890406,0.0,-0.001550357403466478,-0.0010352569722454064,0.0,0.00821318780130241,0.00618014618899906,0.0,0.009186570054007462,0.0062519647990120575,0.0,-0.0010402020683977753,-0.0005632126811542549,0.0,-0.000773578998632729,-0.00030380598094779997,0.0,-0.0011218579593696631,-0.00035979813896119594,0.0,-0.00046496684895828364,-0.00044086618989240377,0.0,-0.0013364786934107543,-0.001116185667924583,0.0,-0.0021719389827921987,-0.0013913022237829864,0.0,-0.0008365289564244449,-0.0004235022474313155,0.0,-0.0017801605569547974,-0.0016228483500890433,0.0,-0.0006251587712904438,-0.0005182992154732347,0.0,-0.0006146610819268972,-0.00046048317104578016,0.0,-0.0014233587982016615,-0.00039693556987913326,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0037817575212102383,-0.004317643654649146,0.0,-0.0008973276860706392,-0.0012570272096127156,0.0,0.001577588859363459,0.0018625186002464034,0.0,-0.0007823540524987038,-0.00028749800083460286,0.0,0.003516148594208062,0.003458471198391635,0.0,0.006582840870250948,0.004391592586471233,0.0,-0.0016290763881988822,-0.0011266523506492376,0.0,-0.0011639892564562614,-0.00039773618656909095,0.0,0.009628246183128795,0.00896407269028714,0.0,-0.0008011392439948395,-0.00036291071883169933,0.0,-0.0003212370944675058,-0.00024245830267318524,0.0,0.005584499054239131,0.0029437533738382628,0.0,-0.0006427531398367136,-0.0002627043632674031,0.0,-0.0018727320758625864,-0.0015164182428270578,0.0,-0.0018244635034352541,-0.001270181587897241,0.0,-0.0007746521523222328,-0.00042441471247002484,0.0,-0.001308330505853519,-0.0011785337488981896,0.0,-0.0005692554399138317,-0.000474884191644378,0.0,-0.0004230560996802524,-0.0002756879178923555,0.0,-0.001058366562356241,-0.00022694824598147535,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0011196606769226492,0.0014103770500514656,0.0,6.06366663123481e-05,8.269666981504998e-05,0.0,-0.001187089724553516,-0.0008632882736856117,0.0,-0.0020150128795648923,-0.0010589365195482969,0.0,-0.0007376630726503208,-0.0004921131327137118,0.0,-0.0020687653566710653,-0.001253408765187487,0.0,-0.0015528159530367703,-0.001173324059418519,0.0,-0.0010893377355387201,-0.0010185159417596878,0.0,-0.0007068333961069584,-0.0005990634622139624,0.0,0.0036897502948704643,0.004344195342273451,0.0,0.002591724406229332,0.0002015814944752492,0.0,-0.000586867442689254,-9.60312204551883e-05,0.0,-0.0005123454844579101,-0.0004608605173416436,0.0,-0.0013507954869419337,-0.001134661859832704,0.0,-0.001501960107125342,-0.0010085477866232395,0.0,-0.0003398154745809734,-0.00021778356283903123,0.0,-0.0015963672113139182,-0.0015757570194546134,0.0,-0.00032819978543557226,-0.0002591179753653705,0.0,0.010222344106296077,0.007986885672944482,0.0,0.004222827218181919,0.0016482888348036794,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00142509565979708,0.0017277276690583676,0.0,-0.00018867420345486608,2.3539186440757475e-06,0.0,-0.001784382528239803,-0.0011652936291648075,0.0,0.0059891747611982285,0.0036582575034117327,0.0,0.003406327678349044,0.0011435636147507466,0.0,-0.004974005525000393,-0.0026760872163868045,0.0,-0.0034267861454281958,-0.00273069174727425,0.0,-0.0031077159880078396,-0.0028276836228906177,0.0,-0.0033914480116800406,-0.002851238055154681,0.0,-0.0020191495754988864,-0.001773558398563182,0.0,-0.0006725635880138726,-0.0002088511652254965,0.0,-0.0019289043976459651,-0.00030320226316689515,0.0,-0.0002079153765225783,-0.0003828060210798867,0.0,0.033659482561633924,0.0277524644928053,0.0,-0.00340874383226037,-0.001598399612121284,0.0,-0.0011701143730897456,-0.00048408686183393,0.0,-0.0014958443224895746,-0.001378388541052118,0.0,-0.0011377029956202024,-0.001054174809687538,0.0,-0.0007542626530630515,-0.00048260039620799943,0.0,-0.0024647118285065516,-0.0008841248103271937,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.00070309129281668,0.0009209135686978698,0.0,-0.00013485437986673787,-6.735056764227921e-05,0.0,-0.002139702838321682,-0.0015663210171624087,0.0,-0.0028035430650925263,-0.001408349168195855,0.0,-0.001196805118524935,-0.0016899482836015523,0.0,0.006371034859039355,0.0044565728518500694,0.0,-0.0021852549485629424,-0.001119786365015898,0.0,-0.0024663519370369614,-0.001850703322852496,0.0,-0.0014039251559006516,-0.0016581583911101916,0.0,-0.0008660870504536433,-0.0006013692045235075,0.0,0.0038974715909353107,0.0029001727951981594,0.0,-0.0015606386237777769,-0.00034531117154983803,0.0,-0.000530097356531769,-0.00034602299536345526,0.0,-0.0011699376348406076,-0.001020891556981951,0.0,-0.0018567875027656554,-0.001180466425139457,0.0,-0.0010837546386756004,-0.00048707729525631293,0.0,-0.0015138901420868934,-0.0011536288977367804,0.0,-0.0007579260900092777,-0.0007072280326974579,0.0,-0.0011103890434606002,-0.0005481681038509123,0.0,0.004492066142265685,0.0017024397142813542,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.00040731277666054665,-0.0006850005930755287,0.0,-0.00015050272588268854,-3.945207732613198e-05,0.0,0.00016016362700611354,-0.0010838715083082207,0.0,-0.00457464608218288,-0.003037520115321968,0.0,-0.002594965166354086,-0.0017458855861332268,0.0,-0.002913837160449475,-0.0013663674108829581,0.0,-0.0017682195373345166,-0.0012538621359271928,0.0,-0.0029820178053341804,-0.0031386443100927864,0.0,-0.0023048593054409137,-0.0017295431258389725,0.0,0.004741229457576992,0.00358284092064423,0.0,0.002954686605371535,-0.0008934088391833938,0.0,0.0001250474073458463,0.00048475621675606815,0.0,-5.450905999168754e-05,-2.2184876288520173e-05,0.0,-0.001777908867225051,-0.0015585464611649513,0.0,-0.0013317304360680282,-0.0009017778118140995,0.0,-0.0011775310710072518,-0.0005633090340415947,0.0,-0.0022277581156231463,-0.0019794552435632795,0.0,-0.0019991657324135302,-0.0017775840597460046,0.0,-0.0014065394335193559,-0.0009397993257152848,0.0,-0.002412679984699935,-0.0007063355969148688,0.0
