Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.00026713376108091326,-0.0002308308454666985,0.0,-0.0004486221591650974,-0.00027418760102591476,0.0,-0.0021739929653995203,-0.0013236280537967104,0.0,-0.0034069711672782433,-0.002996611385169672,0.0,-0.0017403755348641425,-0.0010800288645259571,0.0,0.00879161896675214,0.0055259821859363,0.0,-0.0007843872770899907,-0.00011612392321694643,0.0,-0.001096337327035144,-0.0010916645542602054,0.0,-0.0006133265538665001,-0.0005893907300196588,0.0,0.004183277601678128,0.002389808068619459,0.0,0.0009660359998815693,0.0005565566266886889,0.0,7.343714241869748e-06,0.00039749410818330945,0.0,0.0006193168950267136,0.0003018841422453988,0.0,-0.0003052273450884968,-0.00018180671148002148,0.0,-0.0002612654195399955,-0.00012494219379732385,0.0,2.4988888762891294e-05,6.0681752511300144e-05,0.0,0.00012083540350431577,8.796024660114199e-05,0.0,-0.0005121065452112816,-0.0002368448478227947,0.0,-0.0005459323024842888,-0.00041725490358658136,0.0,-0.0003314444154239027,8.936298036132939e-06,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00025321107892523287,0.00011069304920965806,0.0,7.319683951209299e-05,1.1368292343831853e-05,0.0,0.00014676175411295844,0.0004105014844390098,0.0,0.0020217815122305183,0.0018505273401387967,0.0,0.00371422589480062,0.001272442320769187,0.0,0.005901400031689263,0.004142426635044103,0.0,-0.0006011171525460668,-9.964068602130282e-05,0.0,-0.0008088063448667526,-0.0007044617107021622,0.0,-0.0009457041964924429,-0.0006024289534798299,0.0,-0.0001675057559623383,-7.498371491237776e-05,0.0,-0.00046904128255846443,-0.00033008172726113117,0.0,5.849622222740436e-05,0.00012058526081091259,0.0,9.770768243470229e-05,5.164890826563351e-05,0.0,-0.0008517409319756552,-0.0004632625282101799,0.0,-0.0010531848837854341,-0.0005185868340777234,0.0,-0.0002617292365175672,-8.649486087961123e-05,0.0,-0.00018102369785992777,-0.00010248193080769852,0.0,-0.00017847330411314033,-8.660677922307513e-05,0.0,-0.0003531174722593278,-0.00027510950836585836,0.0,-0.00016621856462734286,9.667182877819868e-05,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0005849314081569901,0.0002946458582118794,0.0,0.0007128852660025586,0.0005136024960484065,0.0,-0.00014122602720817668,-0.00012677152537435177,0.0,-0.0011679270083595839,-0.0007220476857537505,0.0,-0.0007193248187292057,-0.00039365040813208905,0.0,-0.0011242351200780832,-0.0006882893848523963,0.0,0.0026201081199542387,0.0013002037679871138,0.0,0.0034492391163439607,0.002226619855791796,0.0,-0.00035447816391751983,-0.00024205912501201965,0.0,-0.0003286433227185626,-0.00020624326964025386,0.0,-0.0004735781065937772,-0.00029068174881103915,0.0,0.0002348766889917897,0.0002584391938216868,0.0,0.00018257825140608475,9.313623580965213e-05,0.0,-0.0002105258428491652,-0.00012659000116400422,0.0,-0.0006188463544094702,-0.0003419594917795621,0.0,-0.00025962480023736137,-0.00010880818095756694,0.0,-0.00015958471602061763,-0.0001244576532917563,0.0,-0.00032891172100789844,-0.0001845772187516559,0.0,-0.00029305517440661786,-0.00014060414949199185,0.0,0.0009715552544003003,0.0002519060931808781,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0005419954560056795,-0.00038973298062046526,0.0,-0.0002758578741486417,-0.00010048905867733993,0.0,-0.0021142393443369656,-0.0012520306912847446,0.0,-0.003572328959853621,-0.003085139323375188,0.0,-0.0020192072947247653,-0.0011044256864261115,0.0,0.005644293122677482,0.003542102211577003,0.0,-0.000928237384359818,-0.0002107303081356804,0.0,-0.0018346086371457205,-0.0017347169751883483,0.0,-0.0005044411448761821,-0.0004199129513290245,0.0,-0.0018559329187883122,-0.0011797535370897095,0.0,0.0010226262279365982,0.0014208487985888495,0.0,0.0010212224768474697,0.0008809640437539201,0.0,0.00013998447015183045,0.0001439803485845914,0.0,-0.0002867264882661402,-0.0001683400574256666,0.0,0.0005641442382329842,0.000469320306838199,0.0,-0.00018010339117608966,-4.766116413520649e-05,0.0,-0.00019364508894796018,-0.00022717247851687715,0.0,-0.0006041927344631404,-0.00031047950964421036,0.0,-0.0006036243750713766,-0.000429196065524593,0.0,-0.0011108785753458506,-0.000619985332377837,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0002846800350380363,0.00013000379272853023,0.0,-5.369196374886087e-05,9.069176212506135e-06,0.0,9.394474973305478e-05,0.00025115800159255744,0.0,0.0009707207702376764,0.0007804846842918777,0.0,-0.000684748595522251,-0.00019458413715256028,0.0,-0.0016982182772335363,-0.0013889561794348992,0.0,-0.0006083612470683874,-0.00034056627529935215,0.0,0.0021814796673425008,0.0012412131943710847,0.0,0.003108877360573388,0.0021233077128999865,0.0,-0.00016177906611119396,-8.541942079318688e-05,0.0,-0.0002056209043075796,-0.00016857803169841645,0.0,0.0002475815313664498,0.00030290566312032754,0.0,0.00018084779891069046,9.42656074767001e-05,0.0,-0.00034624933992745356,-0.0001723906730330782,0.0,-0.0008147062292846386,-0.0004421091884432826,0.0,-0.0002939338500436861,-0.00012113176249840762,0.0,-0.00011572963041544426,-5.8981229121854996e-05,0.0,-0.00029240202959044835,-0.00013503338283044286,0.0,-0.00029865836710087025,-0.00021573045160039328,0.0,-0.00023421305275405757,1.6535151894458976e-05,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.001279846880934201,-0.0005881521134688228,0.0,-1.432826733434922e-05,-9.312143562056008e-05,0.0,5.41893321178577e-05,-9.433998487111239e-05,0.0,-0.0010493927405332215,-0.0009428569355804939,0.0,0.0033166861815698214,0.0019380975049898552,0.0,0.003878491543800919,0.0024031004639255117,0.0,-0.0003184327046619728,-7.757085353659931e-05,0.0,-0.0006003026860707905,-0.0004339587810682133,0.0,0.002447318609119975,0.0015602503246191191,0.0,-0.00014202277787262574,1.1257524965913035e-06,0.0,3.1441173632629214e-07,-1.6703669789421838e-05,0.0,-0.002557425472250543,-0.0020696136239894258,0.0,0.0002182926303066779,7.273895113030449e-05,0.0,-0.0003437567164655775,-0.0002872860259958543,0.0,-0.000901948312530294,-0.0005055457854177803,0.0,-0.0002646193822147325,-0.00010962915024720132,0.0,-0.00017357371951220557,-0.00010573004372417927,0.0,-0.0004322581376618473,-0.0001793729866039939,0.0,-0.0003898757696151733,-0.00028898271673824636,0.0,-0.00019576378908823245,8.060138665314298e-05,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00022788189558923478,6.828671204857528e-05,0.0,-0.0003072160584270023,-0.00016038013389334084,0.0,-0.0008302502703736536,-0.00025628925239288945,0.0,-0.0010044315832055872,-0.0005774935588124208,0.0,-0.0005984317067259326,-0.00031107168216749415,0.0,-0.0011582543587428517,-0.000714715216163313,0.0,-0.0005202834525971412,-0.0002698111574500217,0.0,-0.00031176934367977083,-0.00015648051645257512,0.0,-0.00019109141238004667,-0.00020733010685944464,0.0,0.0010631152729183668,0.0005395431214992641,0.0,0.0013700367807177828,0.000963153263219283,0.0,0.00013253368459118065,0.00014901518050464802,0.0,0.0001838152228447143,0.0001180554588790983,0.0,-0.00030704607808729634,-0.00018444413726683706,0.0,-0.0005534108862048015,-0.0003108796727610752,0.0,-0.00012215253213071264,-4.347198002506048e-05,0.0,-0.00022263486753217875,-0.00015363320475444197,0.0,-0.0001118998893070966,-0.00011924748083401938,0.0,0.005407840968982783,0.003393305322242668,0.0,0.0021466133183275816,0.0004888054911134532,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00018646029056981205,4.432111560163321e-05,0.0,0.00015668078092858194,3.0194535520422504e-05,0.0,-0.0005548450392234372,-9.186489289277233e-05,0.0,0.0017985769047481881,0.00149267522028822,0.0,0.0029974050647433616,0.001128035787769477,0.0,-0.0017469746791175566,-0.001244341974670533,0.0,-0.0011497532816429157,-0.0006258119441190502,0.0,-0.0009438884086557664,-0.0004655118160007987,0.0,-0.0008605886496661696,-0.0004883323743706569,0.0,-0.0003103810669563245,-0.00012241903154063037,0.0,-0.00037677526779589243,-0.0002782944168211543,0.0,-0.0012823344453863684,-0.0008278468930802774,0.0,5.21384968305938e-05,-1.7218246284755878e-05,0.0,0.009579617559720645,0.005968419063137844,0.0,-0.001601138737751171,-0.0006357270799344406,0.0,-0.00040060832776362077,-0.0002462426933925599,0.0,-0.00039427794152288695,-0.00023598429041157942,0.0,-0.00048604663694277404,-0.0002239666175773891,0.0,-0.00038943523715715854,-0.0002970577048836276,0.0,-0.0006737018119019922,-0.00020261767554984544,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.00036335541371954603,0.00018526020998251624,0.0,-0.00013128116584994133,-7.073138240230037e-05,0.0,-0.0005584249879757408,-0.00012080090433300938,0.0,-0.0024027775053400546,-0.0015399104527023155,0.0,-0.0010045851647737436,-0.0006163460823881906,0.0,0.0029689830241841266,0.002202748480558512,0.0,-0.0007115839960169978,-0.00011789284802944166,0.0,-0.0009395142283756285,-0.0007573796925134956,0.0,-0.00038188828504644336,-0.0002829778611339862,0.0,7.770686745061538e-05,1.3942793812020682e-05,0.0,0.002901311926834751,0.001648703211758402,0.0,0.00042474420770304276,0.0003771870640048292,0.0,0.0003524221712723374,0.00026400749309686946,0.0,-0.00010429380985442549,-7.722808819380588e-05,0.0,-0.0004318602426792495,-0.00023941935462062246,0.0,-0.0001856999291703687,-4.78502059559105e-05,0.0,-0.00029356121463024464,-0.00017991002907365327,0.0,-0.000579985118820332,-0.0003309537895256653,0.0,-0.0005582069681258872,-0.00024370171828195453,0.0,0.00033924339215445797,-0.00023555499446956674,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0008329681626128149,-0.0005029865483083995,0.0,9.667928075941745e-05,-3.1695826473878695e-05,0.0,-0.0003806219639591291,-0.0004268808028064086,0.0,-0.0021673152592848054,-0.0018788594211218879,0.0,-0.0016595271276310087,-0.0007894126073369989,0.0,-0.0029796724586049093,-0.0018458921252022264,0.0,-0.0014587868429953232,-0.0008501760291983373,0.0,-0.0012747883796691895,-0.0007729841052787379,0.0,-0.00021594911217107438,-0.000304809194203699,0.0,0.00046382695545617026,0.00014797547195485094,0.0,0.0026512502756668253,0.001607947896627593,0.0,0.0008570594211050775,0.0006730491922644433,0.0,0.00047522884036879984,0.0003698655660264194,0.0,-0.00022376407665433362,-0.00016358763547032141,0.0,-0.000679670280078426,-0.0003802995101432316,0.0,-0.0002602014964213595,-8.356176862434949e-05,0.0,-0.0001485979805511306,-7.469700740330154e-05,0.0,-0.000834232687484473,-0.0004018195206299424,0.0,-0.0006500112684443593,-0.0004950686637312174,0.0,-0.0009693976237031166,-0.0004431712500809226,0.0
