Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos21_Unpaired,Pos21_Paired-Opening,Pos21_Paired-Closing,Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos21_Unpaired,Pos21_Paired-Opening,Pos21_Paired-Closing
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.004910443313419819,-0.004894200449343771,0.0,-0.00033633064012974503,-0.0006759697943925858,0.0,0.0002669822983443737,-5.865238606929779e-05,0.0,0.12051769888668787,0.11534361152131169,0.0,8.701518410816789e-05,-0.0011142220254987479,0.0,0.00017652902752161027,-2.981145866215229e-05,0.0,-0.0012820959277451039,-0.0025815721228718757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006124190241098404,-0.0006524257361888886,0.0,-0.0003101444058120251,-0.00043757185339927674,0.0,0.0,0.0,0.0,-0.00017497386783361436,-0.0002143455296754837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025264425668865444,-0.0002665465953759849,0.0,4.219193942844868e-07,-2.4565705098211764e-05,0.0,0.00015948576852679253,3.245475119911134e-05,0.0,-4.430710978340358e-06,-6.3650374067947265e-06,0.0,-3.802546561928466e-05,-9.212109667714685e-05,0.0,5.1397206407273187e-05,6.377257814165205e-06,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.003020028220489621,-0.002020656092790887,0.0,-0.004420984557655174,-0.005110960622987477,0.0,-0.0015135532827116548,-0.0013420275153839612,0.0,-0.0008232782036066055,-0.0007352678477764129,0.0,-0.004300395287573338,-0.00429993708494294,0.0,-0.0024350794311612843,-0.002553280854190234,0.0,-0.0014787115901708603,-0.001979264095425606,0.0,-0.0006070855259895325,-0.0006864354759454727,0.0,0.0,0.0,0.0,-0.0005896192416548729,-0.0005358228459954262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6711509670130908e-06,2.431229513604194e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006685770822878112,-0.000645603804368875,0.0,-0.0006846048939041793,-0.0010007936600595713,0.0,0.0,0.0,0.0,-0.0007532324088970199,-0.0008513022592524066,0.0,-0.00012418566315318456,-0.0002948981980443932,0.0,-9.387596073793248e-05,-6.78053213050589e-05,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0005341082438826561,-0.0002584565617144108,0.0,-0.0011701495200395584,-0.0014753030240535737,0.0,0.0,0.0,0.0,-0.0018607518076896668,-0.001799921989440918,0.0,0.0,0.0,0.0,-0.002705899178981781,-0.0025624886900186537,0.0,-0.0008676143421325833,-0.0010998265724629164,0.0,-0.0006431513151619584,-0.0007596924819517881,0.0,0.0,0.0,0.0,-0.0005684100836515427,-0.0006077015772461891,0.0,-0.0007033877819776535,-0.0008898628875613213,0.0,0.0,0.0,0.0,-0.0013372613117098807,-0.0014437806233763694,0.0,0.0,0.0,0.0,-0.00042388251167722044,-0.0004519186029210687,0.0,-0.00065105602145195,-0.0006260162295075133,0.0,-1.1251372220613121e-05,-1.8068799654429313e-05,0.0,4.979807417839766e-06,7.413153653033077e-06,0.0,2.4437523097731174e-05,3.9147480856627225e-05,0.0,1.9847217918140813e-05,1.6664795111864805e-05,0.0,-8.691330949659459e-06,1.60998178034788e-05,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.002342970767058432,-0.002308713383972645,0.0,-0.00046192100271582606,-0.0014380432214238681,0.0,-0.002833749456331134,-0.0022874871210660785,0.0,-0.003393493181793019,-0.0030802385415881874,0.0,-1.7122019780799746e-05,-5.253468989394605e-06,0.0,-0.0017449021525681018,-0.0016754630021750927,0.0,-0.0006292358040809632,-0.0007771990448236465,0.0,-0.0006618383103341329,-0.000784222584698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006951609560928773,-0.0009398964740103111,0.0,0.0,0.0,0.0,-1.3538947678171099e-06,-3.9849121822044256e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003985985368490219,-0.00046607166528701784,0.0,-0.0003060134626502986,-0.0004956165568728466,0.0,-0.0006319154985249042,-0.0009506451711058616,0.0,-0.0003216828405857086,-0.00036101333796977996,0.0,-0.00028739165514707566,-0.00046745624393224717,0.0,1.860819524154067e-05,-6.892045261338354e-05,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.001936591062694788,-0.0017853840702446177,0.0,-0.0002118809864623472,-0.0007141525846964214,0.0,-0.0014145856611139608,-0.00117583678860683,0.0,-0.0014283924433402717,-0.001442471711197868,0.0,-0.0025828609371092172,-0.002665755047055427,0.0,-0.000988999307155609,-0.0011081524938344955,0.0,0.0,0.0,0.0,-0.00066676960705081,-0.0007782681146636605,0.0,0.0,0.0,0.0,-0.002638302452978678,-0.0026803457547794098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005640903487801552,-0.0005910841003060341,0.0,0.0,0.0,0.0,7.456499733962119e-06,1.1252826079726218e-05,0.0,-0.0012132911756634712,-0.0013589432090520858,0.0,-0.00039135637925937774,-0.0006198855116963387,0.0,-0.000525827964884229,-0.0007635121972998604,0.0,-7.232927237055264e-05,-8.258642395958304e-05,0.0,-2.243986655230401e-05,-3.0004293221281842e-05,0.0,-9.970832179533318e-06,1.7857252532849088e-06,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0025496102766192053,-0.0026558925583594828,0.0,-0.0001154300241614692,-0.0006220525498792994,0.0,-0.0018836312676285161,-0.001728507861844264,0.0,-0.002048707604408264,-0.0019515114277601242,0.0,0.0,0.0,0.0,-0.0018995772139169275,-0.0020994060358498247,0.0,0.0,0.0,0.0,-0.001479901932179928,-0.0015389345586299895,0.0,0.0,0.0,0.0,-0.0005680394917726517,-0.0006050371378660203,0.0,-0.00023975637217517941,-0.0003476274647982791,0.0,0.0,0.0,0.0,-0.0003977467562071979,-0.0004883297707419843,0.0,0.0,0.0,0.0,-0.0006365027767606079,-0.0008764200963196345,0.0,-5.880943281226791e-06,-2.7845825388794764e-06,0.0,-5.280084034893662e-05,-0.00017422782548237592,0.0,4.797528963536024e-06,8.824945471133106e-06,0.0,5.487743655976374e-06,7.454873630194925e-06,0.0,-0.0005928567852606648,-0.0009271911350333539,0.0,3.546842166542774e-05,-0.00034014422595646465,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0018179348483681678,-0.0013382599409669637,0.0,-0.0011720113176852465,-0.0012247740477323533,0.0,-0.0006980280578136444,-0.000665203481912613,0.0,-0.0013511649146676064,-0.0013239794434048236,0.0,-0.00037495039403438567,-0.00029907669872045515,0.0,-0.00019399587064981462,-0.0002175585925579071,0.0,-0.001693220529705286,-0.0024362843902781604,0.0,8.637646213173867e-05,-0.0001434460561722517,0.0,0.060173263692058755,0.06865715829690089,0.0,-0.0004904935508966445,-0.0006869824603199959,0.0,0.0002642626687884331,9.240444749593735e-05,0.0,0.0,0.0,0.0,-0.00022165672853589058,-0.0002746117487549782,0.0,0.0,0.0,0.0,-0.0005915787816047669,-0.0008863111026585103,0.0,-0.00029042799025774,-0.00037816904485225676,0.0,8.722813799977303e-07,-2.6708298828452826e-05,0.0,3.4061633050441743e-06,-0.00019144145771861077,0.0,-0.00017644645646214485,-0.0002780741825699806,0.0,-0.0008845463383477182,-0.0011624800181016326,0.0,0.0002349894365761429,-0.0003197299689054489,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.001787084024399519,-0.0018627050728537143,0.0,-0.0005743896658532322,-0.0008068498014472424,0.0,-0.0006272462010383606,-0.0005733850970864296,0.0,0.0,0.0,0.0,-0.00286120782722719,-0.002772824792773463,0.0,-0.0011250259727239608,-0.00121007539331913,0.0,-0.0017189189046621324,-0.0023046383261680604,0.0,-0.0003988597542047501,-0.0004488404467701912,0.0,0.0,0.0,0.0,3.941889270208776e-05,2.956238458864391e-05,0.0,-0.0005532445199787617,-0.0007846663706004619,0.0,0.0,0.0,0.0,4.496409790590405e-05,3.618687158450484e-05,0.0,0.0,0.0,0.0,-0.0006462113000452518,-0.0007547082658857107,0.0,0.0,0.0,0.0,1.6425663898189668e-05,2.870961521693971e-05,0.0,8.13495134934783e-06,1.7014180775731803e-05,0.0,1.7405577818863094e-06,4.396447548060678e-07,0.0,-0.0001354394657391822,-0.00019403383703320287,0.0,-1.2882344490208198e-05,-3.9421869732905176e-05,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.002014566389407264,-0.0020092557687530644,0.0,8.522887772414833e-05,-0.00010005767340771854,0.0,-0.0004725050594424829,-0.0003733909342554398,0.0,5.093767773360014e-05,4.115032032132149e-05,0.0,-0.001092328823870048,-0.0011140165518736466,0.0,-0.0005673940107226372,-0.0005120656639337539,0.0,3.479420905932784e-05,4.2338529601693155e-05,0.0,-0.00037639794580172746,-0.00042578319436870516,0.0,0.0,0.0,0.0,-0.0014136184938251973,-0.0014490452036261558,0.0,-5.026912840548903e-06,-5.172569653950632e-06,0.0,0.0,0.0,0.0,-0.0007188639789819717,-0.0007519306242465973,0.0,0.0,0.0,0.0,-7.239408296300098e-07,-1.0532060696277768e-06,0.0,0.0,0.0,0.0,-0.0002271179435774684,-0.00037412338191643356,0.0,0.0,0.0,0.0,-0.0003324622071750127,-0.0003716814517065359,0.0,-5.269576511636842e-05,-0.00014390980773896445,0.0,-2.5160295190289618e-05,-7.21067473932635e-06,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0007053300156258047,-0.0005515765817835927,0.0,-0.0003282526880502701,-0.00027534930035471916,0.0,0.0,0.0,0.0,-0.0011068300259648822,-0.0010313868563389405,0.0,-0.0025550475605996326,-0.0024103294993983583,0.0,-0.0008982303738594055,-0.0009899628162384033,0.0,-0.0006955543905496597,-0.0007768373191356659,0.0,-4.983422695659101e-06,-4.2603065958246586e-06,0.0,0.0,0.0,0.0,-0.0015763305500149727,-0.0016566196456551552,0.0,-0.0006554016843438148,-0.0008034306392073631,0.0,0.0,0.0,0.0,-0.0006335135689005256,-0.0006734015583060682,0.0,0.0,0.0,0.0,-8.782962686382234e-05,-0.00013661026838235557,0.0,-0.0013275306904688478,-0.0014657875976990908,0.0,-0.0004818538320250809,-0.0006721428316086531,0.0,-0.0003282981924712658,-0.0004885806143283843,0.0,0.0,0.0,0.0,-0.0006063868731143884,-0.0008963488345398218,0.0,5.026019618526334e-05,-0.00029040022560366196,0.0
