Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0013823018595576287,0.0015111662168055774,0.0,0.0011028697993606328,0.001072949063964188,0.0,-0.00014714097895193845,0.00011537396814674139,0.0,0.0004027654102537781,-0.0005405766700278036,0.0,-0.002196816648938693,-0.0008911988281761296,0.0,-0.0021478410379495473,0.00012914423423353582,0.0,0.0002072868403047323,0.0009365047898609191,0.0,-0.0018115777731873095,-0.0008892448010738008,0.0,-0.00017470435763243585,0.00038068410009145737,-3.262265468947589e-05,0.0005067193112336099,-1.668323384365067e-05,0.0001558553148061037,0.0003584269291604869,9.132026461884379e-06,0.0003402060572989285,-0.00019899505394278095,2.2849219385534524e-05,0.00021183760836720466,-1.2911618105135858e-05,0.0,-5.017807125113904e-05,0.00032211565412580966,0.0,0.0004858105850871652,0.00020653552041039803,0.0,0.000919031230150722,4.748972409288399e-05,0.0,0.0006871530349599198,-0.0011056760128121824,0.0,-0.00029625010734889655,-0.0005728428286965936,0.0,4.831968130019959e-05,0.0003957006099517457,0.0,0.000564781745779328,0.00019462886441033335,0.0,0.0002886807220056653
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0005432695522904396,0.0005772287305444479,0.0,0.0008980624657124281,0.0007629407453350722,0.0,-1.4458239311352372e-05,0.00013898343866458162,0.0,-0.00021483634161995724,-0.0002005441312212497,0.0,-0.0014986640238203108,-0.0011469797336758347,0.0,-0.0010294549656100572,8.785221652942709e-05,0.0,-3.440346103161573e-05,0.0006294715707190335,0.0,-0.001095033915480599,-0.0003550675651058555,0.0,0.00012587059405632316,0.0002214149705832824,-2.4699908681213857e-06,0.0011699679354205727,3.2831704738782716e-05,0.00041171336662955584,0.0005000533415295649,9.561121929436922e-05,0.0005887374459416605,-0.00013836916186846793,2.5627410504966974e-05,0.0005798448255518451,0.00032408906001364814,0.0,0.00035277739923913034,0.0008299408166203648,0.0,0.0005116223769437056,0.0007792697747936472,0.0,0.0008498467563185841,9.927091363351792e-05,0.0,0.00025077537167817355,-0.001237955380929634,0.0,-0.0005796803411794826,-0.0007040728472929913,0.0,-0.00012687843780440745,0.0002795122901443392,0.0,0.0005619997973553836,0.00016489222267409786,0.0,0.00036259966902434825
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0012188914604485035,0.0013666338473558425,0.0,0.0013413487421348692,0.0013823976321145892,0.0,-0.00017734891225700266,0.00014424988126847892,0.0,-0.000585448824276682,-0.0001212351546564605,0.0,-0.0023455216921865942,-0.0018332511365588288,0.0,-0.0006829923228360712,0.00029022805509157476,0.0,-0.0008267459471244365,0.00018360063317231833,0.0,-0.0019987202959600835,-0.0010457402444444598,0.0,0.00020159923937171698,0.00039725433685816825,2.3154235095717012e-05,0.0016762571432627738,5.739781801821664e-05,0.0004965546634048224,0.0012929479882586748,0.0001629447133745998,0.0013536473317071794,-0.00020995980798033998,9.417199296876788e-05,0.0010401588625973091,0.0005313280914560892,0.0,0.0007716710900422186,0.0011116815911373123,0.0,0.0010620655276579781,0.0009263806283706799,0.0,0.0009606348222587258,7.78289296431467e-05,0.0,0.00024492596101481466,-0.0012144784975680523,0.0,-0.0003335683973273262,-0.0010037052177358419,0.0,-7.050813117530197e-05,0.00048052009544335305,0.0,0.0011616049567237496,0.0005577881354838609,0.0,0.0009903726866468787
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00040768487378954886,0.000412029679864645,0.0,0.0013823806634172798,0.0012444696435704827,0.0,-0.00029587831813842057,-0.0001391453290125355,0.0,-0.00031379093357827517,-0.0003101401022286154,0.0,-0.0009812423004768788,-0.0009941698150942103,0.0,-0.000832068002782762,0.0005388669157400727,0.0,-0.0005719146830961108,0.00047893946066324133,0.0,-0.0036388900596648456,-0.002360905192035716,0.0,3.809869871474803e-05,0.0009447502469993196,0.0,0.001519919871352613,-6.573377409949898e-05,0.00042425698135048153,0.00044458777352701873,0.00012194586510304362,0.0007243202373501845,-0.00023583600006531923,4.3481644243001936e-05,0.00031634145678253843,0.000268254776019603,0.0,0.00020477183774346484,0.00014117608050582932,0.0,0.0002846813504584134,-3.5882649826817213e-05,0.0,0.0003976678411709145,-0.0002829504411784001,0.0,-6.021540961228311e-05,-0.0014045769680524245,0.0,-0.0006360175495501608,-0.001076234748470597,0.0,-0.0003162548509135377,0.00011601912090554834,0.0,0.0004434193903580308,9.307989676017314e-05,0.0,0.0002578487084247172
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0008687885291874408,0.0009649764560163021,0.0,0.0021359549975022672,0.0018594904709607362,0.0,-0.0006488960108254105,-0.00020857816947682294,0.0,3.151260840240866e-05,-0.00014194002957083286,0.0,-0.0018387535959482192,-0.0016366632537392434,0.0,-0.0018008699407801032,0.000395540869794786,0.0,-0.0004835719987750053,0.0011309630182222462,0.0,-0.0022796826693229377,-0.0009128300659358501,0.0,0.00010887149721384049,0.00039370718179270624,-9.102472104132175e-06,0.002272701379843056,-7.60818192793522e-05,0.001000932683236897,0.0011733581661246717,0.00011000593891367316,0.0012837178556947037,0.00020978319691494107,8.570290403440594e-05,0.000977642632497009,0.0009369778464315459,0.0,0.0008642324397806078,0.0009290889144176617,0.0,0.000934578477172181,0.0005608807818498463,0.0,0.001241793764056638,-4.8101931461133064e-05,0.0,0.0003217644215328619,-0.0010375957319047303,0.0,-0.00019081130245467647,-0.00043648612103424966,0.0,0.00018259519347338938,0.0002069042343646288,0.0,0.000569830669555813,0.0003757410275284201,0.0,0.0006282837339676916
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00044178400654345753,0.0005529510742053389,0.0,0.0005440339131746442,0.0005100766278337687,0.0,1.9892325217369943e-05,0.0002037522365571931,0.0,-0.00014362201443873345,-9.979822498280556e-06,0.0,-0.0007033412141026929,-0.0008635249885264784,0.0,-0.000324007417075336,0.0001287867572682444,0.0,-0.00012846081517636776,0.0004643795359879732,0.0,-0.00033473121642600744,-3.615886409534142e-05,0.0,0.0003582105931127444,0.00036085215760977006,-3.3170308452099565e-05,0.0011311654266319237,-3.232931718230247e-05,0.00038363234132702927,0.0010416462121065706,0.00028328375308774413,0.0007342085835989565,0.000219031683227513,0.00017275689169764518,0.001074418868520297,0.0005459445147425868,0.0,0.0007434321311302483,0.001340929209254682,0.0,0.0010269188348320313,0.0016314374678768218,0.0,0.001320078803692013,0.000112290796241723,0.0,0.0003382735711056739,-0.0009930221317335963,0.0,-0.0002592043511685915,-0.0007761251053307205,0.0,-0.00011005559121258556,0.000663424403173849,0.0,0.0009737866540672258,0.0004342064607772045,0.0,0.0007236458023544401
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0005445219250395894,0.0005538158537819982,0.0,0.0011895613418892025,0.0010168791748583316,0.0,-0.00029637856292538347,-8.250863756984473e-05,0.0,0.00012714531330857426,-0.00021455049311043693,0.0,-0.0009667224322038237,-0.0005878699611639604,0.0,-0.0011088291672058403,0.0001450250390917063,0.0,-0.00044767095241695645,0.00026415003347210583,0.0,-0.000727012058996479,-0.0001719692346523516,0.0,3.1797075644135474e-05,4.8154099786188454e-05,3.0877687968313695e-05,0.0011413636489305645,-4.095347074326128e-05,0.0004421646404080093,0.00030282481340691446,7.55693530663848e-05,0.00039582582656294107,-6.530684069730341e-05,6.279909517616033e-05,0.00034930988535052164,0.0002509574207942933,0.0,0.00012718963829684072,0.00034158836599090136,0.0,0.0003313214087393135,0.0006726746773347259,0.0,0.0010319922969210893,5.191026953980327e-05,0.0,0.0002933984826086089,-0.000697691107634455,0.0,-0.00013348620632314123,-0.0005184939862374449,0.0,1.223801780724898e-05,0.00026772047276608647,0.0,0.0004936498519964517,0.00029738190351054073,0.0,0.0005531283270101995
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0003947629407048225,0.00042125466279685497,0.0,0.0006280222069472074,0.0005370694492012263,0.0,-0.00018459546845406294,-4.567175070405938e-05,0.0,-0.0003045499260770157,-0.0002956810292380396,0.0,-0.0008457687046029605,-0.0007862776595720789,0.0,-0.0008119270738097839,0.000244039369863458,0.0,-0.00021698329714126886,0.0007359257957432419,0.0,-0.002290640476421686,-0.0009225456185231451,0.0,3.717366955243051e-05,0.0003609868380590342,-2.8741395799443125e-05,0.001316198133281432,-6.710476736770943e-05,0.00019988291896879672,0.00037232938382658176,0.0003223241539672017,0.00035110715660266576,-0.0002294419310055673,0.0001261987956240773,0.0001455488265492022,9.712724000564777e-05,0.0,3.5577177768573165e-05,0.00027852850849740206,0.0,0.0002502521514543332,2.134238020516932e-05,0.0,0.0003303901886101812,-4.629227507393807e-05,0.0,0.00013223410001955927,-0.0011131299144471996,0.0,-2.073851224849932e-05,-0.0007064734007872175,0.0,0.00018535103368776617,0.0005969569340959425,0.0,0.0012282150436658413,0.0007504798599984497,0.0,0.0011554589925799519
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0006786536471918226,0.00075701501686126,0.0,0.0007255916716530919,0.0006679492071270943,0.0,-4.784588083566632e-05,7.704945863224567e-05,0.0,-5.4626684868708256e-05,-2.661647551576607e-05,0.0,-0.0011807755613699555,-0.0007423625166120473,0.0,-0.0007822783780284226,8.16585251595825e-05,0.0,-4.178815986961126e-05,0.00028119813185185195,0.0,-0.001175731811672449,-0.0005947478220332414,0.0,0.00027236378169618545,0.0003422528482042253,-7.339780568145216e-06,0.000970717913005501,-5.707470700144768e-05,0.0003547325334511697,0.0006197415629867465,0.00012953324709087612,0.0004857150319730863,-0.000142774130217731,5.8462945744395257e-05,0.000342746043970692,0.00012082865025149658,0.0,0.0002443639369448647,0.0004275726873311214,0.0,0.00016671354591380806,0.0005039965605828911,0.0,0.0005998521437868476,-2.430676395306364e-05,0.0,0.00021460819349158555,-0.0011043245252221822,0.0,-0.00045620538789080455,-0.0005858396703843028,0.0,-6.16786879254505e-05,0.00023146722887759096,0.0,0.0005064957798458636,0.00014489169756416232,0.0,0.0002942216489464045
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0003496094234287739,0.0003613689448684454,0.0,0.0016008715610951185,0.001347460551187396,0.0,-0.00028360362019157036,-1.1126465979032219e-05,0.0,8.417441276833416e-06,1.7539492691867054e-05,0.0,-0.000887483557453379,-0.001241932969132904,0.0,-0.001210885471664369,0.0003777924180030823,0.0,-0.0003167633945122361,0.0009820475475862621,0.0,-0.001158821334829554,-0.00039506406406871977,0.0,0.00010144142899662256,0.00033275013469392435,-1.9308709306642413e-06,0.0016086090431781486,2.8077414608560502e-05,0.0006010033725760877,0.0008489388693124056,0.00037758534657768907,0.0006885325917392038,-3.988785028923303e-05,9.73344617523253e-05,0.0006241042504552752,0.00039975053470698186,0.0,0.000272438223764766,0.0008603341388516129,0.0,0.0005079905228922144,0.0006818991643376648,0.0,0.0009944245964288712,0.0001797323548817076,0.0,0.000482028016122058,-0.0022657415294088422,0.0,-0.0007443282444728538,-0.0011612621997483074,0.0,-0.00011026399792172015,0.0010077487071976066,0.0,0.0015672076889313756,0.00037380947440396995,0.0,0.0007763711316511035
