Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.004140292671519319,-0.005740326156925448,0.0,0.0001855581977818588,-0.004017825811853015,0.0,-0.0007598061649332522,-0.0006402661372703732,0.0,-0.008419741475227055,-0.00024164245898646185,0.0,0.0010252195120847318,2.8234396304469555e-05,0.0,-0.0006272090030688559,-0.0009389871981693432,0.0,-9.138161896771635e-05,0.00010813635975864599,0.0,0.00014753657280380138,0.0004212563732835406,-4.3517751910258086e-05,5.711212052119663e-05,9.632917935959995e-05,-0.0001379253767663613,-0.0001549524292931892,-0.00012540021372842603,-7.274573377799242e-05,-5.615550217953569e-05,3.787706824368797e-05,0.0002084453744464554,0.0007245069540658733,5.427911324659362e-05,0.00017612288655072917,0.0005595177478971891,-4.046685644425452e-06,0.00037474465323612095,0.001436935328565596,0.0,0.0009021218603675152,-0.0005665874800251914,0.0,-0.0004234181448782692,-0.00010989130368216138,0.0,-9.400208080478478e-05,0.0005389999008110635,0.0,0.0003900088362570386,-0.0016700031496247902,0.0,-0.0002288064791355282,0.0008610427216626704,0.0,-8.611877157818526e-05,0.0004078119670157321,0.0,0.00017517617816338317
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0003541907465660188,0.0004614921260508709,0.0,0.00015237009073644004,0.00047042687165230743,0.0,1.2428274076228262e-05,0.00020307620894072898,0.0,0.0016469210123068478,-6.129856230018049e-05,0.0,0.0005265038576976621,0.0002577304986380113,0.0,0.00012180895833580508,0.0001729583468659257,0.0,0.00021508763917154282,0.0001836052348244266,0.0,-0.000258478992518576,0.00011048087578274134,-0.00011016654752893373,4.1332793853143815e-05,8.905341015633894e-05,-6.18926715105772e-05,-0.00046125889537506736,-5.54833389196574e-05,-9.991290084144566e-05,0.00015013920085948484,6.929979048436507e-05,0.00012351409415714443,0.0006425480317193432,-1.2183012295281514e-05,0.0002575701574940581,0.0008602435944050058,-4.279544809833169e-06,0.0005384811802855438,0.0011339807647266298,0.0,0.0004852299015146855,0.0014110266404873074,0.0,0.0005366769143711281,0.000987819511719863,0.0,0.000569963512252798,0.000693837387880194,0.0,0.0003606582286363391,0.0005312813102358405,0.0,0.0002118503769452218,0.0005577540189267438,0.0,0.0003194670073389716,0.00011409685238731981,0.0,1.519717276096344e-05
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0005229277951366385,0.0006640483127557672,0.0,0.0002311612650692041,0.0007842678818269633,0.0,7.097785153746372e-05,0.00031239328300216587,0.0,0.0020809823664603754,0.00010559915433987044,0.0,0.0005741176077572164,0.0003126316754423897,0.0,-3.46524830092676e-05,0.00019162772980052978,0.0,0.0004950299776282918,0.0004317471795911843,0.0,-0.00037991589848388683,4.692136564699467e-05,-0.00013829296600306406,-2.0196208570268937e-05,0.00010409830734715797,-0.00015263096462149407,-0.00028057231380444134,8.994030285975897e-06,-7.753354584565386e-05,6.901427299453644e-05,5.095167362014763e-05,0.00016365076618967577,0.0006946963430527831,9.738349326653406e-06,0.0002860985634106328,0.0008092800013037049,-1.0246876627206802e-05,0.0006264812469157732,0.0008362509954963571,0.0,0.00022554861272283233,0.0011574493313150924,0.0,0.0003976927971962141,0.0006627829563194609,0.0,0.00045891176990835446,0.0006710348097931273,0.0,0.0005098316257408442,0.00064512905416791,0.0,0.00035314087945153004,0.0005320822780936396,0.0,0.0003939671252555854,0.0006690548515052797,0.0,0.00024130780242558102
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0002583745610445476,0.0003891256185852399,0.0,0.0001919658917313427,0.0006019331538891493,0.0,4.1296774907095826e-05,0.0002807283858965093,0.0,0.0016423755615687695,-0.00016784288869530427,0.0,0.0006887303908297326,0.0004055744935612893,0.0,-0.000183781049126992,0.00011337800264300312,0.0,0.00026308724885893754,0.00027980136599580873,0.0,4.785836538758303e-05,9.102365217586339e-05,0.0,0.00012825524378968112,4.393401504785288e-05,4.506776167545468e-07,-2.8008540411974536e-05,-6.729913016897626e-05,7.068541774060577e-05,0.00013460518675856292,1.3556233971030452e-05,0.0001352515367761953,0.0004976467211236013,1.67934360797517e-05,0.00020272210814255233,0.0007883712609645954,0.0,0.0005530047639331314,0.0009688106881139902,0.0,0.000244285592380038,0.0012345549984820537,0.0,0.000471313538657796,0.0009039534435805762,0.0,0.0005004437503635017,0.0007636327457890957,0.0,0.00044757947564903587,0.0006673819332240782,0.0,0.00028337231896330195,0.0005250900945975445,0.0,0.0003924840978288557,0.0005708980099552719,0.0,0.00025588855147361755
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00046912525605876,0.0009168158384272829,0.0,0.00040000929547204575,0.001734674999024719,0.0,-0.0004218406055588275,0.00016312452346028294,0.0,-0.001882601828588122,9.506132689693914e-06,0.0,-0.000993175233918464,-0.00019472249538466714,0.0,0.0008342405288794907,0.00040523246736938744,0.0,-0.00035123169449889245,-0.00010177427794587857,0.0,-0.00031274582305741206,0.0002860262068452357,-4.352244817710016e-05,2.6481566674192436e-05,-6.236453933524899e-05,-5.707185408027726e-05,-3.989500106399646e-05,-0.0001066689686558675,8.582353051679092e-05,0.00016432198512120522,-2.4346406662516528e-05,5.648523214404122e-05,0.0009697297336606426,-2.9164875440983453e-05,0.00016233720001764595,-0.0002087356353740688,-7.094983011484146e-06,0.0011422011624017613,-0.0017004780044953805,0.0,-0.0015505014984410082,-0.0015557513196472429,0.0,-0.0005978312441220624,-0.0013951755383823183,0.0,-0.00017628946916374842,-0.0008914433281461242,0.0,-0.00021006635877711234,0.0007023227112790665,0.0,-0.000638541469552365,0.0003645642305173169,0.0,0.00014175282729411264,0.0005287217330442218,0.0,0.00017167239315313054
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.000371659008997085,0.0005411339140846394,0.0,0.0002694505461090557,0.000824744224009919,0.0,-4.766713725985028e-05,0.000222638584964443,0.0,0.0024130935428547675,-1.8002782599069177e-06,0.0,0.0006496911872091004,0.0003847267710716551,0.0,-7.464186328434153e-06,0.0002183054176202859,0.0,0.000174896700282261,0.00025334923596346924,0.0,7.771289596348651e-05,0.00011392269108910113,0.0,0.00010175495470321038,3.035540121345548e-05,5.757800718129147e-06,0.00012870994562035775,2.3602312430739404e-05,7.365241392108146e-05,0.0002771797373225127,1.2391626369208097e-05,0.00022838991979369893,0.0011873781607664568,1.2010200589429586e-05,0.0004069055759464391,0.0011519945142936193,-1.0246876627206802e-05,0.0009204170180305482,0.0014876075039387615,0.0,0.00033893924524363683,0.0017403423157242059,0.0,0.0006363067405254696,0.0007785741301466942,0.0,0.00042869679988143615,0.0005784075341534844,0.0,0.00033624494977630093,0.0004499627303084708,0.0,0.00023805256094419747,0.0003244086751510622,0.0,0.00023546290009107907,0.00040494688986655094,0.0,0.0001240428295568563
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0003867423594238062,0.00046015216124942524,0.0,6.579191843911759e-05,0.0004392511450350867,0.0,-1.6551284425077028e-05,0.00016388443174946587,0.0,0.001337814531289041,7.857029646402225e-05,0.0,0.0002277872229751665,0.0001327781921099813,0.0,4.56404295118773e-05,0.00014919159630153445,0.0,0.00018221508516099049,9.345437170850346e-05,0.0,-0.0007060193151846761,-0.0007490392232648446,-5.9285322204232213e-05,-0.002874648582564987,-0.0025856016424495466,-0.0001378853665664792,-0.0031641296624502504,-0.0038940084707246568,-0.0005813760215824005,0.0016369283514177369,0.001023906141763291,0.0001578218740178272,0.0007371928038992337,-3.5437916521914304e-05,-0.00041562439719200484,0.0004620441608130932,0.0,0.0005525682633015094,0.00039687133015831933,0.0,-0.00040976185773615724,0.0007762036134226946,0.0,-0.00026885310061970814,0.0014332777295203414,0.0,0.0004426640760357259,-0.001873476659543485,0.0,-0.00021601705164357555,-0.0014061397438968016,0.0,-0.0002547857867830317,-0.0037387547073512908,0.0,-0.0013171543961652788,0.0005004401179030537,0.0,1.9121531513519584e-05
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0005163432360041042,0.0006539003324360237,0.0,0.00010272162297496835,0.0005578918443643488,0.0,2.8649593659793026e-05,0.00026572044713248034,0.0,0.0018092182153486647,0.0001179905765093281,0.0,0.0003065640790009638,0.00016496510932483943,0.0,9.122188530454877e-06,3.0497090592689345e-05,0.0,0.00019352408397026012,0.00025649645054727445,0.0,-0.0003792903768044198,0.00015160496106091158,-0.00014629377867095172,0.0001648295834547753,0.00021009278110796004,-8.891825447790325e-05,-0.0003132321317389142,-3.2607751727482537e-05,-0.00015473150117031764,0.00018393740803730906,4.100207870578742e-05,0.0001227040409867186,0.00025612849534809354,1.2580524235090706e-05,7.228479196328408e-05,0.00018987988698199843,-2.1433605816127965e-05,0.00017191318031109404,0.0003487326206641228,0.0,0.00010606298278844407,0.0005642463911044616,0.0,0.00029640164271484083,0.0007975831762873042,0.0,0.0005522046907844924,0.0009315238997695019,0.0,0.0006521940022685157,0.0006624253607617447,0.0,0.00026455609218828613,0.0006273330729982263,0.0,0.0004559156954746868,0.0005536373841096065,0.0,0.0002656033614766784
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00029624321086885175,5.984425777569413e-05,0.0,-0.0032107444450400636,-0.00451518724020616,0.0,0.001392307571290985,-0.00110417092235366,0.0,-0.00546700245455213,-1.6562183045607526e-05,0.0,-0.0027624792762048853,-0.0018854585894268895,0.0,-0.0005785306107873112,-0.0005060654898261419,0.0,0.00013858584547051577,-0.0004915459268158884,0.0,-0.0002444420668598468,-0.0001093304514142801,-5.927224701736122e-05,-0.0004444626455369871,-4.9300370264973025e-05,-0.00032169118378078565,-0.001559353625998483,-0.00011997653668004205,-4.129807720346435e-05,-0.002208422664198224,-5.5236758171304246e-05,-0.0018916438399173784,-0.0017061882735788458,-4.321875370806083e-05,-0.0018614909734242246,-0.003838356295018457,-3.894141409546137e-05,-0.0015636529932908161,0.0010182377974160771,0.0,-0.00043987640441628173,0.0009345875835515471,0.0,-0.00023930430583277485,0.0005129377457654982,0.0,0.00029303482445357075,0.0007070955124635248,0.0,0.0003900997223081504,0.000690928702238125,0.0,0.00028434979418307194,0.0005301882886487874,0.0,0.00031868214609858113,0.0002922001420120068,0.0,0.00013618354278150947
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00040354136457608546,0.00046965152549091724,0.0,0.0002497787957145192,0.0006200166938833718,0.0,-1.660178284510039e-05,0.00010252350664814003,0.0,0.001693633024697192,-2.2018809977453203e-05,0.0,0.0003455013639177196,0.00026796811474923745,0.0,2.1888648043386637e-05,0.00014226099545339822,0.0,0.00011575745129448478,0.0001463789210174582,0.0,-9.057115301857266e-05,7.019330021648784e-05,-5.727758281864226e-05,-0.00022664143034489825,3.536328200425487e-05,-0.00023983371262147556,-0.0002740330107826594,-6.536320550367237e-05,-1.980166998691857e-06,-0.0001297837038873695,1.3502509136742447e-05,2.9944966081529854e-06,0.0004331301671118126,-1.6333547173417173e-05,0.00013238711799203883,0.00039714772108709437,-1.8475494580343367e-05,0.00036526220246742015,0.0005605966364964843,0.0,7.018112392643161e-05,0.000690274083695499,0.0,0.00031478021839575376,0.0003170958302763438,0.0,0.00016464498504319635,0.00024922095824194914,0.0,0.00017802896185457938,0.00029882422782975484,0.0,0.00016972657762380548,0.00023211340256239056,0.0,0.0001967895103734918,0.00022455736703705042,0.0,8.786512888036668e-05
