Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos21_Unpaired,Pos21_Paired-Opening,Pos21_Paired-Closing,Pos1_Unpaired,Pos1_Paired-Opening,Pos1_Paired-Closing,Pos2_Unpaired,Pos2_Paired-Opening,Pos2_Paired-Closing,Pos3_Unpaired,Pos3_Paired-Opening,Pos3_Paired-Closing,Pos4_Unpaired,Pos4_Paired-Opening,Pos4_Paired-Closing,Pos5_Unpaired,Pos5_Paired-Opening,Pos5_Paired-Closing,Pos6_Unpaired,Pos6_Paired-Opening,Pos6_Paired-Closing,Pos7_Unpaired,Pos7_Paired-Opening,Pos7_Paired-Closing,Pos8_Unpaired,Pos8_Paired-Opening,Pos8_Paired-Closing,Pos9_Unpaired,Pos9_Paired-Opening,Pos9_Paired-Closing,Pos10_Unpaired,Pos10_Paired-Opening,Pos10_Paired-Closing,Pos11_Unpaired,Pos11_Paired-Opening,Pos11_Paired-Closing,Pos12_Unpaired,Pos12_Paired-Opening,Pos12_Paired-Closing,Pos13_Unpaired,Pos13_Paired-Opening,Pos13_Paired-Closing,Pos14_Unpaired,Pos14_Paired-Opening,Pos14_Paired-Closing,Pos15_Unpaired,Pos15_Paired-Opening,Pos15_Paired-Closing,Pos16_Unpaired,Pos16_Paired-Opening,Pos16_Paired-Closing,Pos17_Unpaired,Pos17_Paired-Opening,Pos17_Paired-Closing,Pos18_Unpaired,Pos18_Paired-Opening,Pos18_Paired-Closing,Pos19_Unpaired,Pos19_Paired-Opening,Pos19_Paired-Closing,Pos20_Unpaired,Pos20_Paired-Opening,Pos20_Paired-Closing,Pos21_Unpaired,Pos21_Paired-Opening,Pos21_Paired-Closing
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0011995767708867788,0.0006328210642095655,0.0,0.0012001613713800907,0.0001300298562273383,0.0,0.0006835254374891519,-0.00032413356937468054,0.0,0.0016984419152140618,0.000972273014485836,0.0,0.0004412756860256195,0.0003317025303840637,0.0,0.0010811944119632243,0.0007651379145681858,0.0,0.0,0.0,0.0,0.0005670342035591602,0.0003146773390471935,0.0,0.00035648459568619727,0.00024742497131228445,0.0,0.00023560753092169762,0.00018081869930028916,0.0,0.00010953866643831134,7.075739093124866e-05,0.0,0.00027428217232227325,0.00019046494737267494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007360987737774849,0.0005637690983712673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032322756946086885,0.00019858138635754587,0.0,0.00025015008635818957,0.00012448880821466446,0.0,-8.980060694739222e-05,-0.00011863376712426544,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.000693522747606039,0.00035127616487443445,0.0,0.0015610857913270593,0.0005887557659298181,0.0,0.00026482077315449716,0.00014449642039835454,0.0,0.0,0.0,0.0,0.0012078844010829926,0.0008638085797429085,0.0,0.0009182831645011902,0.0006397237442433834,0.0,0.0,0.0,0.0,0.0003306781500577927,0.0001822130847722292,0.0,0.0005367688275873661,0.0003738125693053007,0.0,0.0007289586029946804,0.000547068789601326,0.0,0.0001616828003898263,0.00010936260921880603,0.0,0.0003764405660331249,0.000243098558858037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.266414627432823e-05,-2.1619575563818215e-05,0.0,0.0010648341849446297,0.0006627019960433244,0.0,0.0011262762546539306,0.0005934665037784726,0.0,-0.00042162768077105286,-0.0005034349439665675,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0013199463626369834,0.0006875467451754958,0.0,0.0021948964148759843,0.0005882507213391363,0.0,0.0007953001419082284,0.0003667145594954491,0.0,0.0002555263414978981,0.00014845132827758789,0.0,0.00041040949523448946,0.0003149797767400742,0.0,0.0004209049791097641,0.0002980142459273338,0.0,0.0,0.0,0.0,0.0006917284242808819,0.00039038991555571554,0.0,0.0010002199560403824,0.0006882839836180211,0.0,0.0007356332242488861,0.0005551629140973091,0.0,0.00012545587960630656,8.324321010150015e-05,0.0,0.00027516926638782024,0.00019068404100835323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010179939679801464,-5.196316167712211e-05,0.0,0.00031064484268426894,0.0001932721585035324,0.0,0.0006214528623968363,0.00036491770297288897,0.0,-0.0001452673994936049,-0.0001474705641157925,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0011668123491108417,0.0007346354983747005,0.0,0.0020525727863423527,0.0006428530625998974,0.0,0.00031507844105362894,9.244408924132586e-05,0.0,0.0003391336277127266,0.00020280180498957634,0.0,0.0003952929377555847,0.0002931848540902138,0.0,0.001241152435541153,0.0008830908872187138,0.0,0.0,0.0,0.0,0.00016247306019067764,8.737781085073949e-05,0.0,0.0005019926652312279,0.00035844720900058747,0.0,0.0002584952488541603,0.00019417433068156243,0.0,4.091549664735794e-05,2.7471487410366535e-05,0.0,0.0004983041435480118,0.0003271927684545517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018475217744708063,0.00014106431975960732,0.0,0.0,0.0,0.0,0.00011145605705678463,-2.7580319438129665e-05,0.0,0.00027804384008049964,0.00018545478582382202,0.0,0.0006831641867756843,0.0003418703909846954,0.0,-0.00019146544858813285,-0.0001870562112890184,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010218168050050735,0.0005071599571965635,0.0,0.0020022727060131727,0.0006335707753896713,0.0,0.00028489519841969015,0.00015604496002197266,0.0,0.0003519415110349655,0.00017534663900732993,0.0,0.00044263117015361784,0.00033444952219724655,0.0,0.00039270251989364624,0.00027435552328824997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005400075949728489,0.0003808138705790043,0.0,0.0009890464693307877,0.0007601327076554299,0.0,9.236376732587814e-05,6.318191997706891e-05,0.0,0.00027521067298948767,0.00018234720453619958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024469721131026745,9.312937501817942e-05,0.0,-0.03624268342508003,-0.029306621878640728,0.0,1.4458040241152048e-05,-0.00015774770523421466,0.0,0.0006314555183053016,0.0003738805279135704,0.0,0.00032414746936410666,0.00020643557189032436,0.0,-0.00015141590032726526,-0.00020182844251394273,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00065842695068568,0.0002793166588526219,0.0,0.0019523462839424611,0.0007636837661266326,0.0,0.00033244647085666656,0.00017915867269039154,0.0,0.0,0.0,0.0,0.0022556395083665848,0.0017044340074062348,0.0,0.001381102092564106,0.0010103968158364297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003570928610861301,0.000249326741322875,0.0,0.0007018629834055901,0.0005533721670508384,0.0,8.672244846820832e-05,4.935205797664821e-05,0.0,0.0004236836452037096,0.0002887236326932907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006843505240976811,0.0005386598501354456,0.0,0.0,0.0,0.0,3.291669767349959e-05,-3.27156821731478e-05,0.0,0.0,0.0,0.0,0.0006111965514719487,0.00033849384635686874,0.0,-0.00014571776613593102,-8.895541075617075e-05,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0007780649355845526,0.0003833026078063995,0.0,0.0011689921002835035,0.00029586946126073597,0.0,0.00047594401985406876,0.00012186359614133834,0.0,0.00038759276270866394,0.00024600282311439516,0.0,0.0013129709288477898,0.0009898678585886955,0.0,0.0008883180469274521,0.0006206500343978405,0.0,0.0,0.0,0.0,0.0005653096921741963,0.00031410147435963155,0.0,0.00018451143056154252,0.0001271027885377407,0.0,0.0005043227970600128,0.00038486503064632415,0.0,4.618188366293907e-05,3.1590959988534454e-05,0.0,0.0012095105182379484,0.0008218215592205525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005190130509436131,0.0003946666046977043,0.0,0.0,0.0,0.0,1.406511291861534e-05,-1.6065789386630057e-05,0.0,0.0009589366614818573,0.0006050561740994453,0.0,0.00034829534590244296,0.0001531000714749098,0.0,-0.00020217307144775986,-0.0003146769152954221,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0016837008157745005,0.0009137530089356005,0.0,0.0022303667897358537,0.0004165828414261341,0.0,0.001424746522679925,0.0006178777199238539,0.0,0.0004063506051898003,0.0002502497658133507,0.0,0.00016914453357458114,0.00012626020237803458,0.0,0.001459251083433628,0.0010327591374516487,0.0,0.0,0.0,0.0,0.00032936703413724897,0.0001820731069892645,0.0,0.0002965049725025892,0.0002087774034589529,0.0,0.00017184142023324967,0.00013831326737999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005379119142889977,0.00040972985327243806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005724760331213474,0.00035848332569003103,0.0,0.00032456026412546634,0.00018620830727741121,0.0,-9.798451676033437e-05,-0.0001776645169593394,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010680735995993017,0.0005248708697035909,0.0,0.0010636133421212434,0.00010961890919134021,0.0,0.0008610360696911811,0.0003195176459848881,0.0,0.00043707896023988726,0.00023288216441869736,0.0,0.0004412756860256195,0.0003317025303840637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023615935817360877,0.00013396470807492734,0.0,0.00017797373235225677,0.00012401826679706574,0.0,0.0007431361638009548,0.0005677678249776364,0.0,0.0,0.0,0.0,0.0002741552237421274,0.00018717785365879536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006643122434616089,0.0005157287511974573,0.0,0.0,0.0,0.0,0.00010127654764801264,-2.9705659253522755e-05,0.0,0.002108286451548338,0.0013522192463278771,0.0,0.0005530182039365173,0.0001830414807773195,0.0,-0.00036946221953257916,-0.0006235296768136322,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0007254569511860609,0.0004106001649051905,0.0,0.0010120189655572177,0.00019729118794202803,0.0,0.0006054856069386005,0.0002072710543870926,0.0,0.0003266289830207825,0.00015652943402528764,0.0,0.0014689396321773528,0.0010984559729695321,0.0,0.000699332244694233,0.0004891784861683846,0.0,0.0,0.0,0.0,0.0002433246374130249,0.00013928547501564027,0.0,0.00031277686357498167,0.00021648849360644817,0.0,0.0,0.0,0.0,0.00011905576568096876,7.972806692123413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007751700654625893,0.0005928916856646538,0.0,0.0,0.0,0.0,2.562246401794255e-05,-6.333500379696489e-05,0.0,0.00023422790691256522,0.00016580570489168166,0.0,0.0002838492626324296,0.00013030788279138505,0.0,-9.843663778156042e-05,-0.00011511452728882432,0.0
