Feature,Model,Spearman Correlation,P-Value
Pos1_A,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos1_C,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos1_G,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos1_T,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos2_A,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos2_C,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos2_G,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos2_T,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos3_A,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos3_C,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos3_G,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos3_T,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos4_A,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos4_C,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos4_G,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos4_T,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos5_A,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos5_C,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos5_G,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos5_T,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos6_A,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos6_C,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos6_G,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos6_T,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos7_A,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
Pos7_C,15,,
,16,,
,24,,
,55,,
,73,,
,84,,
,94,,
,96,,
,97,,
,98,,
